date,open,high,low,close,volume,return_1d,return_5d,return_20d,ma_5,ma_20,ma_50,volatility_20d,rsi_14,bb_upper,bb_lower,bb_position,macd,macd_signal
2023-06-05,412.1363990044285,413.4258854781173,410.29839108056865,411.0008850097656,65460200,-0.0019161771790975335,0.01685645346724418,0.035067797490753394,407.03041381835936,400.8047607421875,396.31608642578124,0.11737283667855966,66.56475981321691,410.76695742655426,390.84256405782077,1.023481526265798,3.1427666895915536,2.0455567516929363
2023-06-06,410.58706057707866,412.4250389550156,409.9326702630217,411.8957824707031,64022200,0.002177361396475508,0.01868240908371499,0.037045025054043945,408.5412292480469,401.5404418945312,396.9373504638672,0.11724829329219578,71.84270995163907,412.4994896893938,390.58139409966867,0.9449124385543635,3.5107080942825633,2.338590366063262
2023-06-07,412.29029915724993,413.4258129527148,410.04811019837797,410.4715270996094,85373300,-0.0034578051820548517,0.020820584458149938,0.038011188636333904,410.2156188964844,402.29199981689453,397.51588745117186,0.1166390773380167,65.2149783653445,413.5472681868144,391.03673144697467,0.7267287650379145,3.647096619084323,2.600294007169349
2023-06-08,410.5389484373123,413.4066306619177,409.76911544531237,412.954345703125,61952800,0.006048698727191271,0.017329508611450883,0.03943315634704092,411.62249755859375,403.07531585693357,398.16120849609376,0.11717518862519423,63.83449043346954,415.02353077188064,391.1271009419865,0.8268205682967917,3.9072073565269534,2.8616785871108275
2023-06-09,413.75304850629004,415.7065283650919,412.70413856902655,413.6953125,85742800,0.0017943068152324049,0.004627031334195397,0.04311749742932802,412.0035705566406,403.9303253173828,398.7106854248047,0.11636140240491259,65.69280847670137,416.3635562377289,391.49709439703673,0.7853941783192435,4.1245692788751285,3.114258202045771
2023-06-12,414.6769171108834,417.5253346663892,413.9551876062376,417.4483337402344,76104300,0.009071945286386107,0.015687189409131275,0.05396143175039714,413.2930603027344,404.99896545410155,399.2899945068359,0.11810328084636434,68.91849760081345,418.2374959101638,391.76043499803933,0.940388990104106,4.543078402062179,3.400023578518062
2023-06-13,418.9110140981565,420.8452289997208,418.2470206735575,420.20050048828125,95899700,0.006592832035974716,0.02016218269525205,0.05726248157256264,414.95400390625,406.1368911743164,399.81483459472656,0.11890715178700688,79.830830294905,420.50469144782204,391.7690909008108,0.9788282858998546,5.035837996417342,3.727187686164168
2023-06-14,420.5373216552151,422.5100370544421,417.2462224703346,420.7008972167969,100612100,0.0011908522905950125,0.02492102238970917,0.0656428692239881,416.9998779296875,407.43263549804686,400.3196594238281,0.11373851883320679,86.9024646433231,422.1599729191276,392.70529807696613,0.9009273936826971,5.403798257518531,4.062510804109227
2023-06-15,419.88297886631347,427.1676425913594,419.78677175671936,425.9166564941406,110303100,0.012397785010322737,0.03138921027443131,0.06591552372267517,419.59234008789065,408.74955596923826,400.9726806640625,0.11401159086683028,87.5571979712421,425.1365260482189,392.3625858902576,1.0476067535399731,6.04197266214544,4.4584041236926355
2023-06-16,427.9044446994593,428.47431075878063,423.99263976838114,424.4659118652344,114165800,-0.0034061702137874184,0.02603510129265585,0.05214912228612345,421.7464599609375,409.80147552490234,401.6172796630859,0.113679930885975,81.59525421309694,427.4057802228628,392.1971708269419,0.8330028701416236,6.358348869643123,4.8383938007983405
2023-06-20,422.52447850076925,423.41307214231983,420.1870344889163,422.263671875,76160400,-0.005188261126923166,0.01153517153038175,0.04821557911246854,422.70952758789065,410.7726348876953,402.18723266601563,0.11617764836093936,76.24865799067106,428.89541942358585,392.64985035180473,0.6340657510154876,6.359557499567529,5.142627006788209
2023-06-21,421.2784425280354,422.0801103736596,419.51086470582334,420.1000671386719,76982300,-0.005123824000111021,-0.00023901292238504013,0.04242111382552349,422.68944091796874,411.62742919921874,402.70583068847657,0.11904830334181639,76.42443964677875,429.8200038308344,393.43485456760305,0.4657195647658646,6.116803157832464,5.33746247586465
