date,open,high,low,close,volume,return_1d,return_5d,return_20d,ma_5,ma_20,ma_50,volatility_20d,rsi_14,bb_upper,bb_lower,bb_position,macd,macd_signal
2023-06-05,180.7899932861328,182.44000244140625,180.60000610351562,182.13999938964844,5748800,0.006020416015011243,0.00674331877653378,-0.028379425657116486,182.26199951171876,184.1104995727539,185.0701998901367,0.1189542924781497,36.23026963312203,189.59154167279283,178.62945747271496,-0.3595119590589368,-1.118769936123499,-0.9813284380892491
2023-06-06,182.36000061035156,182.64999389648438,181.52000427246094,182.33999633789062,4967200,0.0010980396887689814,0.0016480062778636562,-0.028504480973544744,182.3220001220703,183.84299926757814,185.04399993896484,0.11891725388847361,42.22493781687704,189.10636560159878,178.5796329335575,-0.2855592474998449,-1.0625109669086328,-0.9975651292433658
2023-06-07,181.94000244140625,183.0,180.14999389648438,180.14999389648438,9066500,-0.012010543410059138,-0.011902223236945453,-0.04692630502320261,181.88799743652345,183.3994987487793,185.00799987792968,0.12011804444821682,38.55215870927048,188.30904740819017,178.48995008936845,-0.661874456830149,-1.1780412518417052,-1.0336606834737312
2023-06-08,182.0,183.0399932861328,181.9600067138672,182.52999877929688,6394100,0.013211240429905624,-0.006693490228055654,-0.03295364885140728,181.64199829101562,183.08849868774413,184.9897998046875,0.1322708639960498,51.93712441567961,187.31089932654697,178.8660980489413,-0.13227070479801345,-1.0682000478704197,-1.0405686068327753
2023-06-09,182.36000061035156,182.7899932861328,181.72000122070312,182.0399932861328,4379200,-0.0026845203333208945,0.0054680487030536185,-0.027200403269733386,181.83999633789062,182.83399810791016,184.97999969482422,0.12979918724328615,45.15148768461535,186.62196657701384,179.0460296388065,-0.20961231019546134,-1.0084797831279388,-1.0341508045732941
2023-06-12,181.8000030517578,181.94000244140625,181.0399932861328,181.8800048828125,4873600,-0.0008788640365902101,-0.0014274432178937868,-0.026390411328146013,181.78799743652343,182.5874984741211,184.93399993896483,0.1298018063774311,45.90263498678454,185.8975355032166,179.2774614450256,-0.21374189625925824,-0.9627730922173896,-1.019875195337869
2023-06-13,182.10000610351562,182.42999267578125,180.1699981689453,180.5399932861328,5126700,-0.007367558613950331,-0.009871685246841122,-0.03562850909956361,181.42799682617186,182.25399780273438,184.88039978027345,0.13083816739172296,41.67146710139723,184.87548313896852,179.63251246650023,-0.6538295266600269,-1.021537480286952,-1.0202076535715594
2023-06-14,181.69000244140625,181.9600067138672,180.13999938964844,180.63999938964844,6807000,0.0005539277015322863,0.0027199861768834044,-0.02288092085931903,181.5259979248047,182.04249801635743,184.80239990234375,0.12471511323895518,45.898567752829415,184.44905862103346,179.6359374116814,-0.582781345263281,-1.0480214777095398,-1.0257704350494246
2023-06-15,180.27999877929688,182.0500030517578,180.17999267578125,181.91000366210938,6739000,0.007030581691497284,-0.0033966751839907827,-0.012592911682312358,181.4019989013672,181.92649841308594,184.68100006103515,0.127637145005305,55.519709831824414,184.1016246207829,179.75137220538898,-0.007583353516423708,-0.9565772963157144,-1.0119317741656728
2023-06-16,181.92999267578125,182.6199951171875,181.41000366210938,181.6300048828125,8779100,-0.0015392159510752013,-0.0022521886312965034,-0.0011548144484556655,181.32000122070312,181.91599884033204,184.55700012207032,0.11910758390753923,52.358825808737,184.0949071897062,179.73709049095788,-0.13125561595491445,-0.8961395311185072,-0.9887732811933807
