date,open,high,low,close,volume,return_1d,return_5d,return_20d,ma_5,ma_20,ma_50,volatility_20d,rsi_14,bb_upper,bb_lower,bb_position,macd,macd_signal
2023-06-05,348.69181336527123,351.7121176370537,348.12121670643876,349.1542053222656,47266200,0.0007048877523763153,0.01865683601714463,0.09913603035479701,346.20867309570315,331.09390716552736,319.3951306152344,0.16055534100652305,80.82892317572804,353.07667346689163,309.1111408641631,0.8215662173297674,7.989781562049416,6.180520970824817
2023-06-06,348.5442225836268,350.05929846403603,347.2160730142063,349.09515380859375,41390400,-0.00016912731615925658,0.013886490873102675,0.09623386935869571,347.16493530273436,332.62618865966795,320.2598986816406,0.16133299531191767,80.56513500262656,355.1632051781454,310.0891721411905,0.7307517894105585,8.174127615329894,6.579246852370589
2023-06-07,349.38047711755803,351.33824956141177,342.5429850794896,343.1726379394531,69225900,-0.016965333962750684,0.0023852049900863204,0.08450452387990381,347.3282531738281,333.9631881713867,321.0481268310547,0.17478881825911569,68.6944920936488,355.61036744191074,312.3160089008627,0.42543417102679704,7.760674659194876,6.815534572078504
2023-06-08,343.4677420224423,347.8948870176242,343.2414849377276,347.4324951171875,47153900,0.012413160918983257,0.0032383911094184814,0.08614730170626927,347.55255126953125,335.3410110473633,321.9538214111328,0.17565667162418008,67.44277011957817,356.71910243979704,313.9629196549295,0.5656016642368341,7.682638363345916,6.988956597614857
2023-06-09,348.8886117981313,351.8695554670356,347.31450949252246,348.7607116699219,53196900,0.003822948547994587,-0.00042289766506264925,0.08675669124444219,347.5230407714844,336.7331039428711,322.77589294433596,0.17562815982029156,69.5075557519402,357.78036680477993,315.68584108096223,0.571457096626142,7.638168875466533,7.118799812249476
2023-06-12,350.4233151841649,354.75207353624637,349.44935281140937,354.6536865234375,44606500,0.01689689995555721,0.0157508662858461,0.10909758792367086,348.62293701171876,338.47739868164064,323.6575830078125,0.17856833259342367,72.41492423205749,359.3865441540834,317.56825320919785,0.7736465300812527,7.979861975867038,7.291013050380762
2023-06-13,357.40829727494645,358.21499855319024,354.2010674804952,357.3787841796875,57097800,0.007683827237109364,0.023728860973061705,0.11160030037330237,350.2796630859375,340.27136993408203,324.4904754638672,0.17877753158617543,80.22633240051678,361.2038710822366,319.33886878592745,0.8172656542303328,8.371072771325657,7.507025802769398
2023-06-14,357.38867940442117,360.2614180680653,354.5848446759908,359.9761047363281,69525600,0.0072676965494815615,0.04896505414234009,0.11841287106689435,353.6403564453125,342.1770080566406,325.39066223144533,0.1781768348360555,83.98491796986498,362.99247588393496,321.36154022934625,0.8550899180974877,8.786749582154641,7.762971324731156
2023-06-15,358.7070124731328,365.75109690887723,358.0872372843925,364.26556396484375,71138800,0.011915955453925209,0.0484498977045269,0.11820525131212545,357.00697021484376,344.10233001708986,326.39788818359375,0.17808808924435385,82.71208606059848,365.6347667292853,322.56989330489444,0.9364120845756545,9.350582342376242,8.08049428857662
2023-06-16,366.6857256958735,366.813625821013,361.5305700416608,361.9732666015625,80932000,-0.006292929088137722,0.03788429857358877,0.0909065491053449,359.64948120117185,345.6105133056641,327.42124755859373,0.17603813911772792,74.21273983656822,367.73496771123394,323.48605890009424,0.7395777087142589,9.50448995062942,8.365293966554976
2023-06-20,360.51919447416657,362.85401808956453,358.48976795232016,361.455078125,49204700,-0.0014315655999338484,0.0191775578825486,0.09180495486916862,361.0097595214844,347.1301696777344,328.39233337402345,0.17564886547709135,72.18015362410318,369.2222592036354,325.03808015183336,0.6484179973291387,9.475626408828646,8.587360795326134
